Theatre_Name,Theatre_Type,Total_Theatre_Seats_Capacity,Theatre_Max_Price_Seats_Capacity,Theatre_Min_Price_Seats_Capacity,State,City,City_Type,Max_Shows_Allowed_Per_Day,Ticket_Price_Max,Ticket_Price_Min,First_Day_Revenue
"Barman, Jain and Bakshi",IMAX,229,228,1,Tamil Nadu,Mumbai,C,4,356,141,325236
Kibe Ltd,Multiplex,269,261,8,Nagaland,Hyderabad,C,3,619,144,488133
"Kumar, Swaminathan and Lad",IMAX,304,281,23,Rajasthan,Chennai,C,6,668,148,1146672
Pradhan and Sons,Mini,195,180,15,Telangana,Bhopal,C,6,398,182,446220
Madan-Pandya,Mini,142,131,11,Bihar,Ulhasnagar,C,6,250,160,207060
Pradhan PLC,Single Screen,379,361,18,Kerala,Durgapur,C,5,262,70,479210
Patla-Dutta,Mini,251,242,9,Rajasthan,Madhyamgram,C,6,518,159,760722
"Dada, Ram and Mannan",Single Screen,327,305,22,Odisha,Yamunanagar,C,6,231,140,441210
"Chahal, Kanda and Modi",IMAX,240,220,20,Manipur,Shimoga,C,3,248,153,172860
Chaudhari-Bhattacharyya,Mini,362,352,10,Uttarakhand,Raichur,C,3,283,162,303708
"Yadav, Bawa and Narula",Multiplex,164,162,2,Arunachal Pradesh,Bilaspur,C,4,608,143,395128
Sura-Sehgal,Mini,296,278,18,Assam,Panvel,C,3,519,89,437652
Sha-Shankar,IMAX,289,278,11,Tamil Nadu,Dindigul,C,6,600,69,1005354
Balan PLC,Single Screen,371,348,23,Telangana,Bathinda,C,6,370,121,789258
"Sahni, De and Chaudhry",Single Screen,158,158,0,Assam,Nanded,C,4,465,182,293880
Salvi-Sahota,IMAX,387,380,7,Haryana,Siwan,C,5,606,116,1155460
Saraf PLC,IMAX,209,190,19,Assam,Kirari Suleman Nagar,C,5,565,175,553375
"Aggarwal, Babu and Manne",Single Screen,162,158,4,Odisha,Ahmedabad,C,3,441,94,210162
Gade Group,IMAX,144,132,12,Himachal Pradesh,Alwar,C,5,551,138,371940
Bahl and Sons,Multiplex,381,347,34,Meghalaya,Sambalpur,C,5,666,126,1176930
Nadig-Mitter,Single Screen,189,178,11,Gujarat,Bulandshahr,C,4,272,101,198108
Misra-Sibal,Single Screen,221,206,15,Chhattisgarh,Orai,C,3,394,191,252087
Ramachandran LLC,Mini,339,331,8,Karnataka,Buxar,C,3,243,129,244395
"Palla, Mahal and Chandra",IMAX,345,312,33,Nagaland,Suryapet,C,6,603,154,1159308
Chandran LLC,Multiplex,164,154,10,Gujarat,Buxar,C,3,440,169,208350
Pandey Inc,Mini,165,160,5,Mizoram,Bathinda,C,4,431,178,279400
Kakar PLC,Multiplex,163,147,16,West Bengal,Panchkula,C,4,365,92,220508
"Biswas, Puri and Biswas",Single Screen,265,243,22,Kerala,Salem,C,4,387,182,392180
Bassi and Sons,Mini,140,136,4,Sikkim,Unnao,C,4,535,191,294096
Jaggi-Ray,Mini,164,155,9,Uttar Pradesh,Adoni,C,3,467,93,219666
"Soni, Ranganathan and Ramesh",Single Screen,187,177,10,Himachal Pradesh,Gurgaon,C,3,632,57,337302
"Bal, Kapoor and Bora",Multiplex,123,113,10,Kerala,Nellore,C,5,543,103,311945
"Jaggi, Shah and Upadhyay",IMAX,115,108,7,Tamil Nadu,Pudukkottai,C,5,538,127,294965
Kothari LLC,IMAX,225,204,21,Goa,Proddatur,C,6,362,166,464004
Trivedi-Nagi,Multiplex,130,128,2,Uttar Pradesh,Etawah,C,6,422,173,326172
"Talwar, Lal and Narang",IMAX,204,194,10,Punjab,Haldia,C,4,370,131,292360
Lad-Kala,Mini,304,300,4,Mizoram,Pimpri-Chinchwad,C,5,473,193,713360
Thakkar Group,Multiplex,263,256,7,Assam,Sultan Pur Majra,C,6,272,118,422748
Roy LLC,IMAX,226,222,4,Uttarakhand,Katihar,C,3,235,124,157998
Saxena-Gala,IMAX,314,299,15,Mizoram,Noida,C,4,626,133,756676
"Modi, Rajan and Gara",Mini,197,192,5,Haryana,Nandyal,C,6,473,169,549966
Sanghvi LLC,IMAX,257,242,15,Goa,Jabalpur,C,3,256,150,192606
"Bawa, Dada and Vig",IMAX,223,217,6,Telangana,Hosur,C,5,234,62,255750
"Sundaram, Chakraborty and Tella",Mini,353,323,30,Arunachal Pradesh,Chinsurah,C,5,484,52,789460
"Hayre, Rout and Gulati",Multiplex,320,312,8,Meghalaya,Thiruvananthapuram,C,5,582,143,913640
"Murthy, Modi and Aurora",IMAX,287,286,1,Uttarakhand,Salem,C,6,236,195,406146
Pandya Inc,Single Screen,285,268,17,Andhra Pradesh,Hospet,C,5,247,148,343560
Barad-Thakkar,IMAX,381,364,17,Haryana,Rajpur Sonarpur,C,3,275,74,304074
Magar Ltd,IMAX,291,266,25,Maharashtra,Bidhannagar,C,5,495,143,676225
Pai and Sons,Single Screen,201,182,19,Arunachal Pradesh,Madanapalle,C,6,466,60,515712
Sha-Das,Multiplex,119,117,2,Odisha,Firozabad,C,5,621,171,364995
Padmanabhan-Raghavan,IMAX,176,160,16,Tripura,Howrah,C,4,377,131,249664
"Sabharwal, Vyas and Vora",Single Screen,301,282,19,Andhra Pradesh,Kamarhati,C,5,513,136,736250
Bose and Sons,IMAX,388,369,19,Arunachal Pradesh,Barasat,C,6,627,54,1394334
Mangal-Memon,Mini,269,248,21,Chhattisgarh,Asansol,C,3,423,199,327249
"Singhal, Bedi and Kanda",Mini,113,104,9,Assam,Khammam,C,6,345,198,225972
"Bains, Sarin and Rajagopalan",Single Screen,126,117,9,Bihar,Sasaram,C,6,297,184,218430
Pant-Bhakta,IMAX,175,168,7,Chhattisgarh,Guntur,C,3,503,78,255150
Ramaswamy Ltd,Single Screen,109,102,7,Jharkhand,Raipur,C,5,424,88,219320
"Gera, Sarraf and Ahluwalia",IMAX,204,191,13,Maharashtra,Amroha,C,6,656,65,756846
Sura-Shankar,Single Screen,365,352,13,Gujarat,Madurai,C,5,549,172,977420
Pai Inc,IMAX,260,255,5,Tripura,Raebareli,C,6,677,186,1041390
Patil Inc,Mini,379,357,22,Goa,Shivpuri,C,5,522,173,950800
"Pal, Salvi and Bhardwaj",Single Screen,226,218,8,Odisha,Ambarnath,C,5,325,126,359290
Kade and Sons,Mini,206,191,15,Rajasthan,Shimoga,C,5,455,139,444950
Vaidya-Parikh,Mini,247,244,3,Punjab,Udupi,C,6,668,151,980670
Kari-Gupta,Mini,174,165,9,Arunachal Pradesh,Gurgaon,C,3,357,70,178605
"Rajagopal, Bumb and Karnik",Mini,326,310,16,Bihar,Tezpur,C,6,319,101,603036
Sahni-Krish,Mini,387,370,17,Assam,Allahabad,C,4,265,200,405800
Joshi LLC,Single Screen,224,223,1,Bihar,Loni,C,4,536,109,478548
Natt Group,Multiplex,151,138,13,Haryana,Kalyan-Dombivli,C,5,577,170,409180
"Sahni, Brar and Kohli",Multiplex,170,170,0,Arunachal Pradesh,Muzaffarnagar,C,4,418,171,284240
"Kota, Agrawal and Bains",IMAX,202,193,9,Bihar,Karaikudi,C,5,356,65,346465
"Talwar, Nath and Dayal",Multiplex,393,379,14,Gujarat,Jodhpur,C,3,677,94,773697
"Dayal, Murty and Nigam",IMAX,190,189,1,Goa,Hyderabad,C,6,613,176,696198
"Keer, Dugar and Raj",Single Screen,248,247,1,Manipur,Shimla,C,3,362,195,268827
Toor LLC,Multiplex,271,262,9,Uttar Pradesh,Srikakulam,C,6,538,189,855942
Shukla Ltd,IMAX,168,152,16,Goa,Rajahmundry,C,6,349,99,327792
Kunda Group,Multiplex,269,264,5,Madhya Pradesh,Kanpur,C,6,541,115,860394
Varty-Sekhon,Single Screen,107,102,5,Tripura,Raiganj,C,5,500,99,257475
"Raju, Chhabra and Wagle",Single Screen,307,281,26,Tripura,Rajkot,C,6,473,133,818226
"Ghose, Rana and Nair",Multiplex,305,284,21,Madhya Pradesh,Jodhpur,C,3,304,85,264363
Sagar-Raman,IMAX,265,258,7,Bihar,Guna,C,3,343,148,268590
"Batta, Mohanty and Lala",Single Screen,328,311,17,Uttar Pradesh,Anantapur,C,5,364,199,582935
"Wason, Sodhi and Chakraborty",Multiplex,233,213,20,Madhya Pradesh,Ranchi,C,5,564,110,611660
Mannan Ltd,Multiplex,160,146,14,Telangana,Bokaro,C,5,291,153,223140
"Tiwari, Wadhwa and Kannan",Mini,160,151,9,Telangana,Uluberia,C,5,524,106,400390
Kaul-Tripathi,Single Screen,168,153,15,Goa,Bharatpur,C,4,442,145,279204
Chad Inc,IMAX,381,351,30,Mizoram,Bidar,C,4,600,113,855960
Desai Ltd,Multiplex,369,341,28,Andhra Pradesh,Tirupati,C,5,249,194,451705
"Joshi, Pradhan and Gopal",Multiplex,131,118,13,Haryana,Ranchi,C,4,503,187,247140
Mani Ltd,Single Screen,184,174,10,Jharkhand,Kalyan-Dombivli,C,6,269,102,286956
Sharaf-Ramachandran,IMAX,146,132,14,Manipur,Ichalkaranji,C,6,624,64,499584
Dhawan-Savant,IMAX,167,151,16,Chhattisgarh,Gandhidham,C,6,443,194,419982
Bail Group,Multiplex,386,357,29,Karnataka,Kharagpur,C,5,580,55,1043275
Nayak Group,IMAX,230,230,0,Rajasthan,Davanagere,C,4,506,68,465520
Prabhu-Sood,Multiplex,316,294,22,Andhra Pradesh,Faridabad,C,3,487,65,433824
Rama PLC,Multiplex,341,339,2,Mizoram,Raiganj,C,5,419,96,711165
Andra-Vasa,Single Screen,315,292,23,Mizoram,Bhubaneswar,C,6,439,146,789276
Chauhan-Gopal,IMAX,141,131,10,Maharashtra,Haldia,C,4,544,139,290616
Gupta-Raval,Multiplex,191,174,17,Mizoram,Kozhikode,C,6,480,82,509484
Bhatti Inc,Single Screen,101,101,0,Rajasthan,Amaravati,C,5,447,189,225735
Madan PLC,IMAX,372,348,24,Jharkhand,Karaikudi,C,4,336,167,483744
"Pal, Ahuja and Issac",Mini,179,171,8,Rajasthan,Bhimavaram,C,4,689,78,473772
"Bajaj, Golla and Behl",Multiplex,314,313,1,Uttarakhand,Muzaffarnagar,C,4,315,67,394648
Deol LLC,Multiplex,117,110,7,Maharashtra,Ghaziabad,C,3,335,61,111831
"Suri, Malhotra and Prakash",IMAX,324,310,14,Meghalaya,Sikar,C,4,596,64,742624
Bahl Group,Single Screen,357,339,18,Uttar Pradesh,Bijapur,C,4,627,197,864396
Bera-Sahota,Mini,395,357,38,Telangana,Thiruvananthapuram,C,5,331,127,614965
Hora-Puri,Single Screen,366,352,14,Telangana,Noida,C,6,363,120,776736
Wagle Group,Multiplex,385,348,37,Jharkhand,Gandhinagar,C,4,530,159,761292
Gupta Group,IMAX,124,119,5,Meghalaya,Kozhikode,C,6,612,184,442488
Lal PLC,Mini,313,287,26,Kerala,Tinsukia,C,4,363,146,431908
"Contractor, Malhotra and Sem",Single Screen,375,345,30,Himachal Pradesh,Chittoor,C,4,644,107,901560
Wagle-Vyas,Mini,173,159,14,Gujarat,Khammam,C,3,497,155,243579
Dalal-Warrior,IMAX,385,352,33,Goa,Guwahati,C,4,408,112,589248
Wadhwa Inc,Mini,204,194,10,Mizoram,Chennai,C,3,682,165,401874
"Subramanian, Ram and Deep",Mini,147,139,8,Arunachal Pradesh,Hazaribagh,C,4,236,118,134992
Atwal-Divan,IMAX,120,119,1,Assam,Nizamabad,C,4,621,200,296396
Som PLC,Single Screen,345,332,13,Uttarakhand,Durg,C,5,365,53,609345
"Brar, Manne and Tripathi",Single Screen,197,194,3,Haryana,Kirari Suleman Nagar,C,6,678,112,791208
Merchant and Sons,Single Screen,303,274,29,Uttarakhand,Mango,C,4,492,132,554544
"Tandon, Dhar and Tiwari",Mini,294,280,14,West Bengal,Secunderabad,C,5,367,116,521920
"Thaman, Misra and Srinivasan",Mini,362,331,31,Tamil Nadu,Panvel,C,6,260,170,547980
"Gola, Contractor and Kar",Mini,204,193,11,Tripura,Panchkula,C,5,421,61,409620
"Balan, Butala and Gole",Single Screen,174,174,0,Kerala,Varanasi,C,5,493,199,428910
"Rege, Balan and Yogi",IMAX,251,247,4,Uttar Pradesh,Tezpur,C,4,378,108,375192
"Raj, Tank and Borra",IMAX,391,376,15,Maharashtra,Ujjain,C,6,491,136,1119936
Gupta Inc,Mini,350,319,31,Haryana,Aizawl,C,6,296,140,592584
Sandhu and Sons,Single Screen,171,154,17,Manipur,Ichalkaranji,C,6,304,188,300072
Dyal Ltd,Multiplex,368,366,2,Himachal Pradesh,Bhavnagar,C,3,693,62,761286
Arora Inc,Multiplex,311,303,8,Punjab,Anantapur,C,4,244,88,298544
Dugal-Trivedi,Multiplex,211,195,16,Bihar,Varanasi,C,6,401,65,475410
Chauhan and Sons,IMAX,349,348,1,Meghalaya,Delhi,C,3,482,191,503781
Shanker-Mani,IMAX,106,106,0,Kerala,Madanapalle,C,5,484,123,256520
"Sagar, Sem and Kibe",Multiplex,357,330,27,Telangana,Tirupati,C,4,264,74,356472
Shetty-Kala,Single Screen,223,217,6,Rajasthan,Belgaum,C,5,627,140,684495
Kalla Group,Mini,303,301,2,Uttar Pradesh,Sambalpur,C,5,417,167,629255
Wali PLC,Single Screen,215,206,9,Rajasthan,Karaikudi,C,3,544,58,337758
"Mammen, Gade and Misra",Multiplex,307,295,12,Uttarakhand,Etawah,C,6,492,171,883152
Karan Group,Multiplex,104,102,2,Karnataka,Noida,C,3,465,161,143256
"Bath, Johal and Venkatesh",Mini,389,383,6,Telangana,Hapur,C,3,327,104,377595
"Prasad, Mukherjee and Ganesh",IMAX,238,237,1,Maharashtra,Chapra,C,3,560,121,398523
Kade-Sidhu,Multiplex,191,181,10,Meghalaya,Chittoor,C,3,316,200,177588
Tailor-Sem,Single Screen,303,274,29,Assam,Nagercoil,C,3,363,91,306303
"Mohan, Dayal and Shan",Single Screen,390,366,24,Uttarakhand,Khora ,C,5,406,85,753180
Boase-Ram,Multiplex,356,334,22,Haryana,Raipur,C,3,260,161,271146
Virk-Baral,Single Screen,138,133,5,Gujarat,Jaunpur,C,6,606,133,487578
Bains-Solanki,Multiplex,239,225,14,Haryana,Dhule,C,6,326,141,451944
Tiwari-Sharma,IMAX,321,310,11,Goa,Buxar,C,6,253,125,478830
"Hayre, Mani and Lala",Single Screen,137,136,1,Mizoram,Eluru,C,5,288,147,196575
"Lad, Bajaj and Sarna",Single Screen,299,289,10,Telangana,Berhampore,C,5,264,73,385130
"Jaggi, Srivastava and Chana",Multiplex,257,243,14,Uttarakhand,Ballia,C,5,599,119,736115
"Reddy, Kashyap and Dhillon",Multiplex,167,165,2,Himachal Pradesh,Rohtak,C,4,430,164,285112
Chopra-Mutti,IMAX,152,152,0,Bihar,Ambala,C,3,391,191,178296
"Kashyap, Rajan and Dhar",Multiplex,266,254,12,West Bengal,Kozhikode,C,3,359,155,279138
Rama PLC,IMAX,143,132,11,Assam,Jabalpur,C,4,502,183,273108
Reddy-Mani,Single Screen,294,289,5,Sikkim,Amritsar,C,4,347,127,403672
"Khalsa, Shere and Sibal",Mini,352,343,9,Chhattisgarh,Bathinda,C,3,295,161,307902
Mistry PLC,Mini,315,296,19,Madhya Pradesh,Ichalkaranji,C,6,610,69,1091226
Ramakrishnan-Kalla,Mini,228,221,7,Uttar Pradesh,Giridih,C,6,514,100,685764
"Dhingra, Saran and Shanker",IMAX,154,150,4,Uttarakhand,Rourkela,C,5,213,151,162770
Yadav Inc,Mini,294,269,25,Mizoram,Siliguri,C,5,435,135,601950
Tripathi-Cheema,IMAX,169,160,9,Madhya Pradesh,Danapur,C,5,518,101,418945
Mutti LLC,IMAX,260,255,5,Rajasthan,Dhanbad,C,6,373,124,574410
"Hari, Chandran and Shetty",IMAX,394,379,15,Tamil Nadu,Hubli–Dharwad,C,5,402,121,770865
Kota PLC,IMAX,286,283,3,Andhra Pradesh,Bhilwara,C,4,513,189,582984
"Raval, Tata and Rama",Single Screen,381,380,1,Punjab,Karawal Nagar,C,6,692,103,1578378
Agate-Trivedi,IMAX,249,227,22,Punjab,Korba,C,3,629,154,438513
Kale-Vasa,IMAX,171,162,9,Andhra Pradesh,Bahraich,C,4,339,89,222876
Gokhale Inc,IMAX,293,291,2,Odisha,Aurangabad,C,6,516,172,903000
Jaggi-Sachar,IMAX,373,341,32,Manipur,Raurkela Industrial Township,C,6,488,59,1009776
Palla-Sule,Mini,374,369,5,Odisha,Pondicherry,C,3,603,113,669216
"Mammen, Tandon and Issac",Mini,185,184,1,Punjab,Bhiwani,C,6,595,134,657684
Sen PLC,IMAX,154,154,0,Bihar,Katihar,C,3,342,106,158004
"Rama, Kumer and Sama",Single Screen,328,305,23,Madhya Pradesh,Bidhannagar,C,6,447,200,845610
Vasa Group,Single Screen,276,276,0,Haryana,Bhilwara,C,6,263,125,435528
Kapur and Sons,IMAX,143,142,1,Punjab,Bijapur,C,4,388,129,220900
"Ranganathan, Patla and Sathe",Mini,333,320,13,Manipur,Siwan,C,6,388,171,758298
Kamdar-Chand,Multiplex,324,296,28,Tripura,Burhanpur,C,5,244,126,378760
"Vaidya, Dave and Varty",Multiplex,158,158,0,Bihar,Uluberia,C,5,541,77,427390
"Singhal, Modi and Sachdeva",Single Screen,224,208,16,Odisha,Gulbarga,C,4,492,90,415104
"Goswami, Soman and Pillai",Mini,386,359,27,Jharkhand,Satara,C,6,328,153,731298
Shetty LLC,Single Screen,195,182,13,Manipur,Gaya,C,6,224,100,252408
Joshi Group,IMAX,319,295,24,Odisha,Ludhiana,C,3,570,104,511938
Sane-Bhatt,Single Screen,242,218,24,Gujarat,Morena,C,3,505,76,335742
"Zacharia, Ghose and Dugar",Single Screen,287,277,10,Meghalaya,Kharagpur,C,4,444,79,495112
Jha-Sekhon,Mini,350,317,33,Meghalaya,Bihar Sharif,C,5,515,149,840860
"Virk, Dey and Bhagat",IMAX,400,393,7,Manipur,Tiruppur,C,5,390,167,772195
Chowdhury-Rana,Single Screen,252,233,19,Telangana,Mau,C,3,554,84,392034
Golla-Loke,Mini,160,153,7,Arunachal Pradesh,Berhampore,C,5,269,96,209145
Mitter-Boase,Mini,172,156,16,Haryana,Kulti,C,6,424,85,405024
Om PLC,IMAX,316,305,11,Goa,Warangal,C,6,535,187,991392
Jain-Srinivasan,Single Screen,384,374,10,Mizoram,Bhilai,C,6,357,85,806208
Batra LLC,Single Screen,261,235,26,Sikkim,Panihati,C,6,527,63,752898
Andra-Ram,Mini,104,97,7,Maharashtra,Bareilly,C,4,309,148,124036
Kant Inc,IMAX,309,288,21,Arunachal Pradesh,Raurkela Industrial Township,C,6,422,163,749754
Gandhi-Divan,IMAX,185,183,2,Uttarakhand,Begusarai,C,3,617,106,339369
Randhawa-Jani,Mini,116,112,4,Meghalaya,Raiganj,C,4,485,123,219248
Comar LLC,Single Screen,334,303,31,Haryana,Dhule,C,3,503,79,464574
Pandey-Talwar,Mini,378,355,23,Jharkhand,Ahmedabad,C,3,599,162,649113
Sagar and Sons,Single Screen,317,311,6,Arunachal Pradesh,Srinagar,C,4,362,58,451720
"Sharma, Sankar and Pingle",IMAX,234,223,11,Jharkhand,Hospet,C,3,434,80,292986
Sarraf Inc,Single Screen,207,189,18,Karnataka,Kavali,C,5,650,159,628560
"Reddy, Palla and Ravel",Single Screen,171,165,6,Nagaland,Shahjahanpur,C,4,622,65,412080
"Apte, Gola and Vora",Mini,372,355,17,West Bengal,Gandhinagar,C,4,375,124,540932
Parmar-Palla,Mini,393,376,17,Sikkim,Khammam,C,3,279,155,322617
"Ganguly, Kapoor and Mittal",Multiplex,241,221,20,Uttar Pradesh,Katihar,C,4,569,83,509636
Mander-Modi,Single Screen,174,164,10,Bihar,Dharmavaram,C,4,599,150,398944
"Divan, Varma and Ahluwalia",IMAX,172,164,8,Uttarakhand,Ahmedabad,C,6,402,165,403488
Rai-Gera,Multiplex,147,141,6,Himachal Pradesh,Raipur,C,5,565,144,402645
Dhillon-Bhandari,IMAX,349,329,20,Odisha,Karimnagar,C,3,654,73,649878
"Dua, Magar and Datta",IMAX,283,256,27,Rajasthan,Mahbubnagar,C,3,617,186,488922
Bhatti and Sons,IMAX,211,198,13,Rajasthan,Etawah,C,4,463,118,372832
Jha-Gola,Mini,245,235,10,Uttar Pradesh,Mathura,C,4,499,174,476020
Jaggi-Jaggi,Mini,124,124,0,Mizoram,Durg,C,3,530,167,197160
Wali Ltd,Multiplex,163,158,5,Sikkim,Tirupati,C,6,443,50,421464
Varty Group,IMAX,203,199,4,Tamil Nadu,Dibrugarh,C,5,291,120,291945
Jha-Balasubramanian,Multiplex,284,276,8,Gujarat,Aurangabad,C,3,400,92,333408
Saxena Inc,Multiplex,302,282,20,Haryana,Gangtok,C,5,581,109,830110
Nayar and Sons,IMAX,146,135,11,Punjab,Surat,C,3,210,104,88482
"Kakar, Kumer and Sheth",IMAX,139,137,2,Rajasthan,Bhind,C,4,475,163,261604
"Dubey, Kashyap and Karan",Multiplex,104,99,5,Madhya Pradesh,Phusro,C,3,650,158,195420
Dixit-Dyal,Single Screen,344,340,4,Goa,Amritsar,C,4,406,72,553312
"Agarwal, Sarin and Bawa",Multiplex,152,142,10,Tripura,Haldia,C,5,661,126,475610
Varma Ltd,Single Screen,295,271,24,Haryana,Allahabad,C,4,538,86,591448
Nori-Bava,Multiplex,371,335,36,Mizoram,Berhampur,C,3,522,92,534546
"Kari, Hayre and Chawla",IMAX,279,256,23,Himachal Pradesh,Bijapur,C,4,531,88,551840
"Seth, Bali and Dass",IMAX,326,313,13,Chhattisgarh,Munger,C,3,669,75,631116
Majumdar-Kaur,Single Screen,163,151,12,West Bengal,Srikakulam,C,5,429,130,331695
Banik-Gulati,Single Screen,226,218,8,Bihar,Bijapur,C,3,337,191,224982
Kala and Sons,Mini,113,103,10,Punjab,Loni,C,5,315,182,171325
"Setty, Raj and Gandhi",Single Screen,300,291,9,Jharkhand,Tiruchirappalli,C,3,611,111,536400
"Sehgal, Hegde and Mitter",IMAX,297,294,3,Manipur,Jalgaon,C,4,465,68,547656
"Bhatt, Deo and Narula",Multiplex,284,274,10,Goa,Bhusawal,C,4,408,195,454968
Nagy-Sachdev,IMAX,287,270,17,Sikkim,Fatehpur,C,4,600,170,659560
Naik-Sarkar,Multiplex,108,99,9,Assam,Bhatpara,C,3,217,117,67608
Date-Deo,Single Screen,120,120,0,Uttarakhand,Jammu,C,6,469,123,337680
Gara Ltd,IMAX,316,291,25,Meghalaya,Allahabad,C,3,537,187,482826
"Minhas, Nagar and Mani",Single Screen,242,240,2,Chhattisgarh,Raipur,C,5,250,180,301800
Saraf-Narayanan,Single Screen,179,162,17,Rajasthan,North Dumdum,C,5,410,200,349100
Karpe LLC,Multiplex,258,236,22,Jharkhand,Karnal,C,6,583,111,840180
Deol-Bera,Multiplex,225,223,2,West Bengal,Tiruppur,C,6,269,166,361914
Thaman-Din,Multiplex,258,237,21,Manipur,Jodhpur,C,4,271,53,261360
Kuruvilla-Subramaniam,Single Screen,105,103,2,Gujarat,Darbhanga,C,6,697,138,432402
Mohanty Group,Mini,185,174,11,Tripura,Mumbai,C,4,593,118,417920
Bhatt Group,Multiplex,115,110,5,Uttar Pradesh,Guwahati,C,6,349,184,235860
Rajan-Garg,Multiplex,234,212,22,Punjab,Bilaspur,C,3,464,166,306060
"Thaker, Mukherjee and Mahal",Mini,128,121,7,Arunachal Pradesh,Bangalore,C,4,398,90,195152
"Mammen, Kant and Yogi",Mini,152,149,3,Arunachal Pradesh,Patiala,C,4,589,180,353204
Rajagopal Inc,Multiplex,122,122,0,Rajasthan,Bulandshahr,C,4,233,170,113704
Sharaf-Bath,Mini,296,267,29,Nagaland,Hazaribagh,C,4,301,59,328312
"Venkataraman, Rout and Krishna",IMAX,214,204,10,Maharashtra,Motihari,C,4,423,131,350408
"Shenoy, Dasgupta and Contractor",Mini,139,130,9,Punjab,Nangloi Jat,C,5,271,178,184160
Saraf-Bhatia,Multiplex,191,184,7,Tripura,Narasaraopet,C,3,698,152,388488
Taneja-Rout,Multiplex,338,320,18,Kerala,Bhalswa Jahangir Pur,C,5,377,72,609680
"Tripathi, Kurian and Chaudhari",IMAX,104,99,5,Rajasthan,Siwan,C,4,359,194,146044
"Maharaj, Contractor and Khare",Mini,224,210,14,Punjab,Sri Ganganagar,C,5,512,176,549920
Bhatti LLC,Single Screen,379,364,15,Himachal Pradesh,Etawah,C,4,213,154,319368
Iyer PLC,Multiplex,219,202,17,Rajasthan,Chandigarh,C,5,535,52,544770
"Gopal, Doctor and Dora",Mini,100,90,10,Haryana,Kakinada,C,6,644,128,355440
Mani and Sons,Multiplex,205,189,16,Odisha,Berhampore,C,4,424,175,331744
"Varty, Kulkarni and Basak",Multiplex,172,164,8,Chhattisgarh,Bhagalpur,C,3,232,109,116760
"Kalita, Krish and Dutta",IMAX,290,276,14,Andhra Pradesh,Dhule,C,3,507,74,422904
"Lala, Das and Som",Single Screen,301,299,2,Karnataka,Hazaribagh,C,3,432,83,388002
"Parekh, Solanki and Prakash",Single Screen,249,241,8,Telangana,Kurnool,C,5,684,150,830220
"Patla, Vaidya and Oza",Mini,262,248,14,Telangana,Bahraich,C,5,329,69,412790
Chowdhury LLC,Single Screen,169,166,3,Arunachal Pradesh,Kolkata,C,4,264,92,176400
Toor Inc,IMAX,338,318,20,Jharkhand,Siliguri,C,6,271,187,539508
Chad PLC,Mini,206,192,14,Maharashtra,Asansol,C,5,447,117,437310
"Cherian, Badal and Borra",Multiplex,146,144,2,Andhra Pradesh,Begusarai,C,5,633,60,456360
Randhawa PLC,Single Screen,267,263,4,Uttarakhand,Kalyan-Dombivli,C,3,574,113,454242
Om-Pandit,Mini,302,286,16,Arunachal Pradesh,Fatehpur,C,3,556,126,483096
Garg-Viswanathan,Mini,189,189,0,Meghalaya,Sultan Pur Majra,C,6,647,165,733698
Seth Inc,Single Screen,148,141,7,Goa,Jalgaon,C,3,621,85,264468
"Gandhi, Gola and Ben",Multiplex,106,106,0,Andhra Pradesh,Panihati,C,4,276,100,117024
Ranganathan LLC,IMAX,290,269,21,Goa,Vellore,C,3,508,200,422556
"Salvi, Gala and Cherian",Mini,138,138,0,Karnataka,Amritsar,C,3,311,163,128754
Dugar Group,Single Screen,147,133,14,Bihar,Uluberia,C,5,272,60,185080
Konda-Amble,IMAX,125,123,2,Goa,Bathinda,C,6,630,151,466752
"Khanna, Vaidya and Pau",IMAX,115,109,6,Maharashtra,Tadipatri,C,6,298,140,199932
Khatri Inc,Single Screen,195,187,8,Uttar Pradesh,Ludhiana,C,5,438,88,413050
Walia and Sons,Multiplex,225,205,20,Tamil Nadu,Baranagar,C,5,465,155,492125
Uppal-Bir,IMAX,131,130,1,Andhra Pradesh,Bhalswa Jahangir Pur,C,5,406,85,264325
Kala-Bava,IMAX,202,182,20,Maharashtra,Sikar,C,4,532,189,402416
"Hayre, Som and Biswas",Multiplex,295,270,25,Goa,Kanpur,C,5,455,189,637875
Ramaswamy-Tripathi,IMAX,276,258,18,Rajasthan,Bijapur,C,5,408,119,537030
Arora Ltd,Single Screen,113,108,5,Nagaland,Bongaigaon,C,4,225,121,99620
Khalsa-Ganguly,Multiplex,341,308,33,Assam,Aurangabad,C,5,602,199,959915
Taneja Ltd,Single Screen,181,178,3,Uttar Pradesh,Haridwar,C,4,546,111,390084
Sampath-Apte,Mini,373,370,3,Uttarakhand,Warangal,C,4,504,149,747708
Rastogi-Narasimhan,Mini,188,183,5,Jharkhand,Durg,C,4,513,131,378136
Bawa-Kibe,Mini,114,103,11,Gujarat,Farrukhabad,C,5,695,195,368650
Sura LLC,Single Screen,388,376,12,Odisha,Mehsana,C,6,487,129,1107960
Chopra-Keer,Single Screen,351,349,2,Andhra Pradesh,Belgaum,C,3,238,109,249840
"Sane, Bains and Borah",Single Screen,110,102,8,Meghalaya,Guntakal,C,6,210,134,134952
